destination;shift_indicator;shift;origin;blue_depot_ind_origin;product_type;crossdock;inter_3;transport_direction
ALR;8;H8;DDT;Nee;ALR shift 8;TL;;TL
ALR;7;H7;DDT;Nee;ALR shift 7;TL;;TL
ALR;6;H6;DDT;Nee;ALR shift 6;TL;;TL
ALR;5;H5;DDT;Nee;ALR shift 5;TL;;TL
ALR;4;H4;DDT;Nee;ALR shift 4;TL;;TL
ALR;3;H3;DDT;Nee;ALR shift 3;TL;;TL
ALR;2;H2;DDT;Nee;ALR shift 2;TL;;TL
ALR;1;H1;DDT;Nee;ALR shift 1;TL;;TL
ALR;N;N;DDT;Nee;ALR shift N;TL;;TL
AMF;9;H9;DDT;Nee;AMF shift 9;TL;;TL
AMF;8;H8;DDT;Nee;AMF shift 8;TL;;TL
AMF;7;H7;DDT;Nee;AMF shift 7;TL;;TL
AMF;6;H6;DDT;Nee;AMF shift 6;TL;;TL
AMF;5;H5;DDT;Nee;AMF shift 5;TL;;TL
AMF;4;H4;DDT;Nee;AMF shift 4;AMF;;AMF
AMF;3;H3;DDT;Nee;AMF shift 3;AMF;;AMF
AMF;2;H2;DDT;Nee;AMF shift 2;AMF;;AMF
AMF;1;H1;DDT;Nee;AMF shift 1;AMF;;AMF
AMF;N;N;DDT;Nee;AMF shift N;AMF;;AMF
AP;9;H9;DDT;Nee;AP shift 9;TL;;TL
AP;8;H8;DDT;Nee;AP shift 8;TL;;TL
AP;7;H7;DDT;Nee;AP shift 7;TL;;TL
AP;6;H6;DDT;Nee;AP shift 6;TL;;TL
AP;5;H5;DDT;Nee;AP shift 5;TL;;TL
AP;4;H4;DDT;Nee;AP shift 4;AMF;;AMF
AP;3;H3;DDT;Nee;AP shift 3;AMF;;AMF
AP;2;H2;DDT;Nee;AP shift 2;AMF;;AMF
AP;1;H1;DDT;Nee;AP shift 1;AMF;;AMF
AP;N;N;DDT;Nee;AP shift N;AMF;;AMF
ARD;6;H6;DDT;Nee;ARD shift 6;XWW;;XWW
ARD;5;H5;DDT;Nee;ARD shift 5;XWW;;XWW
ARD;4;H4;DDT;Nee;ARD shift 4;XWW;;XWW
ARD;3;H3;DDT;Nee;ARD shift 3;XWW;;XWW
ARD;2;H2;DDT;Nee;ARD shift 2;XWW;;XWW
ARD;1;H1;DDT;Nee;ARD shift 1;XWW;;XWW
ASD;9;H9;DDT;Nee;ASD shift 9;XASD;;XASD
ASD;8;H8;DDT;Nee;ASD shift 8;XASD;;XASD
ASD;7;H7;DDT;Nee;ASD shift 7;XASD;;XASD
ASD;6;H6;DDT;Nee;ASD shift 6;XASD;;XASD
ASD;5;H5;DDT;Nee;ASD shift 5;XASD;;XASD
ASD;4;H4;DDT;Nee;ASD shift 4;XASD;;XASD
ASD;3;H3;DDT;Nee;ASD shift 3;XASD;;XASD
ASD;2;H2;DDT;Nee;ASD shift 2;XASD;;XASD
ASD;1;H1;DDT;Nee;ASD shift 1;XASD;;XASD
ASD;N;N;DDT;Nee;ASD shift N;XASD;;XASD
ASN;4;H4;DDT;Nee;ASN shift 4;AMF;;AMF
ASN;3;H3;DDT;Nee;ASN shift 3;AMF;;AMF
ASN;2;H2;DDT;Nee;ASN shift 2;AMF;;AMF
ASN;1;H1;DDT;Nee;ASN shift 1;AMF;;AMF
ASN;N;N;DDT;Nee;ASN shift N;AMF;;AMF
BD;8;H8;DDT;Nee;BD shift 8;XWW;;XWW
BD;7;H7;DDT;Nee;BD shift 7;XWW;;XWW
BD;6;H6;DDT;Nee;BD shift 6;XWW;;XWW
BD;5;H5;DDT;Nee;BD shift 5;XWW;;XWW
BD;4;H4;DDT;Nee;BD shift 4;HT;;HT
BD;3;H3;DDT;Nee;BD shift 3;HT;;HT
BD;2;H2;DDT;Nee;BD shift 2;HT;;HT
BD;1;H1;DDT;Nee;BD shift 1;HT;;HT
BD;N;N;DDT;Nee;BD shift N;HT;;HT
BORN;9;H9;DDT;Nee;BORN shift 9;XWW;;XWW
BORN;8;H8;DDT;Nee;BORN shift 8;XWW;;XWW
BORN;7;H7;DDT;Nee;BORN shift 7;XWW;;XWW
BORN;6;H6;DDT;Nee;BORN shift 6;XWW;;XWW
BORN;5;H5;DDT;Nee;BORN shift 5;XWW;;XWW
BORN;4;H4;DDT;Nee;BORN shift 4;HT;;HT
BORN;3;H3;DDT;Nee;BORN shift 3;HT;;HT
BORN;2;H2;DDT;Nee;BORN shift 2;HT;;HT
BORN;1;H1;DDT;Nee;BORN shift 1;HT;;HT
BORN;N;N;DDT;Nee;BORN shift N;HT;;HT
DTD;5;H5;DDT;Nee;DTD shift 5;XWW;;XWW
DTD;4;H4;DDT;Nee;DTD shift 4;XWW;;XWW
DTD;3;H3;DDT;Nee;DTD shift 3;XWW;;XWW
DTD;2;H2;DDT;Nee;DTD shift 2;XWW;;XWW
DTD;1;H1;DDT;Nee;DTD shift 1;XWW;;XWW
ELT;10;H10;DDT;Nee;ELT shift 10;TL;;TL
ELT;9;H9;DDT;Nee;ELT shift 9;TL;;TL
ELT;8;H8;DDT;Nee;ELT shift 8;TL;;TL
ELT;7;H7;DDT;Nee;ELT shift 7;TL;;TL
ELT;6;H6;DDT;Nee;ELT shift 6;TL;;TL
ELT;5;H5;DDT;Nee;ELT shift 5;TL;;TL
ELT;4;H4;DDT;Nee;ELT shift 4;TL;;TL
ELT;3;H3;DDT;Nee;ELT shift 3;TL;;TL
ELT;2;H2;DDT;Nee;ELT shift 2;TL;;TL
ELT;1;H1;DDT;Nee;ELT shift 1;TL;;TL
ELT;N;N;DDT;Nee;ELT shift N;TL;;TL
GS;9;H9;DDT;Nee;GS shift 9;XWW;;XWW
GS;8;H8;DDT;Nee;GS shift 8;XWW;;XWW
GS;7;H7;DDT;Nee;GS shift 7;XWW;;XWW
GS;6;H6;DDT;Nee;GS shift 6;XWW;;XWW
GS;5;H5;DDT;Nee;GS shift 5;XWW;;XWW
GS;4;H4;DDT;Nee;GS shift 4;HT;;HT
GS;3;H3;DDT;Nee;GS shift 3;HT;;HT
GS;2;H2;DDT;Nee;GS shift 2;HT;;HT
GS;1;H1;DDT;Nee;GS shift 1;HT;;HT
GS;N;N;DDT;Nee;GS shift N;HT;;HT
HBD;9;H9;DDT;Nee;HBD shift 9;TL;;TL
HBD;8;H8;DDT;Nee;HBD shift 8;TL;;TL
HBD;7;H7;DDT;Nee;HBD shift 7;TL;;TL
HBD;6;H6;DDT;Nee;HBD shift 6;TL;;TL
HBD;5;H5;DDT;Nee;HBD shift 5;TL;;TL
HBD;4;H4;DDT;Nee;HBD shift 4;WVN;;WVN
HBD;3;H3;DDT;Nee;HBD shift 3;WVN;;WVN
HBD;2;H2;DDT;Nee;HBD shift 2;WVN;;WVN
HBD;1;H1;DDT;Nee;HBD shift 1;WVN;;WVN
HBD;N;N;DDT;Nee;HBD shift N;WVN;;WVN
HGL;10;H10;DDT;Nee;HGL shift 10;TL;;TL
HGL;9;H9;DDT;Nee;HGL shift 9;TL;;TL
HGL;8;H8;DDT;Nee;HGL shift 8;TL;;TL
HGL;7;H7;DDT;Nee;HGL shift 7;TL;;TL
HGL;6;H6;DDT;Nee;HGL shift 6;TL;;TL
HGL;5;H5;DDT;Nee;HGL shift 5;TL;;TL
HGL;4;H4;DDT;Nee;HGL shift 4;AMF;;AMF
HGL;3;H3;DDT;Nee;HGL shift 3;AMF;;AMF
HGL;2;H2;DDT;Nee;HGL shift 2;AMF;;AMF
HGL;1;H1;DDT;Nee;HGL shift 1;AMF;;AMF
HGL;N;N;DDT;Nee;HGL shift N;AMF;;AMF
HT;9;H9;DDT;Nee;HT shift 9;XWW;;XWW
HT;8;H8;DDT;Nee;HT shift 8;XWW;;XWW
HT;7;H7;DDT;Nee;HT shift 7;XWW;;XWW
HT;6;H6;DDT;Nee;HT shift 6;XWW;;XWW
HT;5;H5;DDT;Nee;HT shift 5;XWW;;XWW
HT;4;H4;DDT;Nee;HT shift 4;HT;;HT
HT;3;H3;DDT;Nee;HT shift 3;HT;;HT
HT;2;H2;DDT;Nee;HT shift 2;HT;;HT
HT;1;H1;DDT;Nee;HT shift 1;HT;;HT
HT;N;N;DDT;Nee;HT shift N;HT;;HT
HW;10;H10;DDT;Nee;HW shift 10;XASD;;XASD
HW;9;H9;DDT;Nee;HW shift 9;XASD;;XASD
HW;8;H8;DDT;Nee;HW shift 8;XASD;;XASD
HW;7;H7;DDT;Nee;HW shift 7;XASD;;XASD
HW;6;H6;DDT;Nee;HW shift 6;XASD;;XASD
HW;5;H5;DDT;Nee;HW shift 5;XASD;;XASD
HW;4;H4;DDT;Nee;HW shift 4;XASD;;XASD
HW;3;H3;DDT;Nee;HW shift 3;XASD;;XASD
HW;2;H2;DDT;Nee;HW shift 2;XASD;;XASD
HW;1;H1;DDT;Nee;HW shift 1;XASD;;XASD
HW;N;N;DDT;Nee;HW shift N;XASD;;XASD
KHM;10;H10;DDT;Nee;KHM shift 10;TL;;TL
KHM;9;H9;DDT;Nee;KHM shift 9;TL;;TL
KHM;8;H8;DDT;Nee;KHM shift 8;TL;;TL
KHM;7;H7;DDT;Nee;KHM shift 7;TL;;TL
KHM;6;H6;DDT;Nee;KHM shift 6;TL;;TL
KHM;5;H5;DDT;Nee;KHM shift 5;TL;;TL
KHM;4;H4;DDT;Nee;KHM shift 4;AMF;;AMF
KHM;3;H3;DDT;Nee;KHM shift 3;AMF;;AMF
KHM;2;H2;DDT;Nee;KHM shift 2;AMF;;AMF
KHM;1;H1;DDT;Nee;KHM shift 1;AMF;;AMF
KHM;N;N;DDT;Nee;KHM shift N;AMF;;AMF
LW;9;H9;DDT;Nee;LW shift 9;TL;;TL
LW;8;H8;DDT;Nee;LW shift 8;TL;;TL
LW;7;H7;DDT;Nee;LW shift 7;TL;;TL
LW;6;H6;DDT;Nee;LW shift 6;TL;;TL
LW;5;H5;DDT;Nee;LW shift 5;TL;;TL
LW;4;H4;DDT;Nee;LW shift 4;AMF;;AMF
LW;3;H3;DDT;Nee;LW shift 3;AMF;;AMF
LW;2;H2;DDT;Nee;LW shift 2;AMF;;AMF
LW;1;H1;DDT;Nee;LW shift 1;AMF;;AMF
LW;N;N;DDT;Nee;LW shift N;AMF;;AMF
MECH;4;H4;DDT;Nee;MECH shift 4;XWW;;XWW
MECH;3;H3;DDT;Nee;MECH shift 3;XWW;;XWW
MECH;2;H2;DDT;Nee;MECH shift 2;XWW;;XWW
MECH;1;H1;DDT;Nee;MECH shift 1;XWW;;XWW
NAM;3;H3;DDT;Nee;NAM shift 3;XWW;;XWW
NAM;2;H2;DDT;Nee;NAM shift 2;XWW;;XWW
NAM;1;H1;DDT;Nee;NAM shift 1;XWW;;XWW
NIWG;9;H9;DDT;Nee;NIWG shift 9;TL;;TL
NIWG;8;H8;DDT;Nee;NIWG shift 8;TL;;TL
NIWG;7;H7;DDT;Nee;NIWG shift 7;TL;;TL
NIWG;6;H6;DDT;Nee;NIWG shift 6;TL;;TL
NIWG;5;H5;DDT;Nee;NIWG shift 5;TL;;TL
NIWG;4;H4;DDT;Nee;NIWG shift 4;WVN;;WVN
NIWG;3;H3;DDT;Nee;NIWG shift 3;WVN;;WVN
NIWG;2;H2;DDT;Nee;NIWG shift 2;WVN;;WVN
NIWG;1;H1;DDT;Nee;NIWG shift 1;WVN;;WVN
NIWG;N;N;DDT;Nee;NIWG shift N;WVN;;WVN
OEV;5;H5;DDT;Nee;OEV shift 5;XWW;;XWW
OEV;4;H4;DDT;Nee;OEV shift 4;XWW;;XWW
OEV;3;H3;DDT;Nee;OEV shift 3;XWW;;XWW
OEV;2;H2;DDT;Nee;OEV shift 2;XWW;;XWW
OEV;1;H1;DDT;Nee;OEV shift 1;XWW;;XWW
OPM;9;H9;DDT;Nee;OPM shift 9;XASD;;XASD
OPM;8;H8;DDT;Nee;OPM shift 8;XASD;;XASD
OPM;7;H7;DDT;Nee;OPM shift 7;XASD;;XASD
OPM;6;H6;DDT;Nee;OPM shift 6;XASD;;XASD
OPM;5;H5;DDT;Nee;OPM shift 5;XASD;;XASD
OPM;4;H4;DDT;Nee;OPM shift 4;XASD;;XASD
OPM;3;H3;DDT;Nee;OPM shift 3;XASD;;XASD
OPM;2;H2;DDT;Nee;OPM shift 2;XASD;;XASD
OPM;1;H1;DDT;Nee;OPM shift 1;XASD;;XASD
OPM;N;N;DDT;Nee;OPM shift N;XASD;;XASD
RD;9;H9;DDT;Nee;RD shift 9;TL;;TL
RD;8;H8;DDT;Nee;RD shift 8;TL;;TL
RD;7;H7;DDT;Nee;RD shift 7;TL;;TL
RD;6;H6;DDT;Nee;RD shift 6;TL;;TL
RD;5;H5;DDT;Nee;RD shift 5;TL;;TL
RD;4;H4;DDT;Nee;RD shift 4;WVN;;WVN
RD;3;H3;DDT;Nee;RD shift 3;WVN;;WVN
RD;2;H2;DDT;Nee;RD shift 2;WVN;;WVN
RD;1;H1;DDT;Nee;RD shift 1;WVN;;WVN
RD;N;N;DDT;Nee;RD shift N;WVN;;WVN
SNI;5;H5;DDT;Nee;SNI shift 5;XWW;;XWW
SNI;4;H4;DDT;Nee;SNI shift 4;XWW;;XWW
SNI;3;H3;DDT;Nee;SNI shift 3;XWW;;XWW
SNI;2;H2;DDT;Nee;SNI shift 2;XWW;;XWW
SNI;1;H1;DDT;Nee;SNI shift 1;XWW;;XWW
SON;8;H8;DDT;Nee;SON shift 8;XWW;;XWW
SON;7;H7;DDT;Nee;SON shift 7;XWW;;XWW
SON;6;H6;DDT;Nee;SON shift 6;XWW;;XWW
SON;5;H5;DDT;Nee;SON shift 5;XWW;;XWW
SON;4;H4;DDT;Nee;SON shift 4;HT;;HT
SON;3;H3;DDT;Nee;SON shift 3;HT;;HT
SON;2;H2;DDT;Nee;SON shift 2;HT;;HT
SON;1;H1;DDT;Nee;SON shift 1;HT;;HT
SON;N;N;DDT;Nee;SON shift N;HT;;HT
SSH;10;H10;DDT;Nee;SSH shift 10;XASD;;XASD
SSH;9;H9;DDT;Nee;SSH shift 9;XASD;;XASD
SSH;8;H8;DDT;Nee;SSH shift 8;XASD;;XASD
SSH;7;H7;DDT;Nee;SSH shift 7;XASD;;XASD
SSH;6;H6;DDT;Nee;SSH shift 6;XASD;;XASD
SSH;5;H5;DDT;Nee;SSH shift 5;XASD;;XASD
SSH;4;H4;DDT;Nee;SSH shift 4;XASD;;XASD
SSH;3;H3;DDT;Nee;SSH shift 3;XASD;;XASD
SSH;2;H2;DDT;Nee;SSH shift 2;XASD;;XASD
SSH;1;H1;DDT;Nee;SSH shift 1;XASD;;XASD
SSH;N;N;DDT;Nee;SSH shift N;XASD;;XASD
STT;6;H6;DDT;Nee;STT shift 6;XWW;;XWW
STT;5;H5;DDT;Nee;STT shift 5;XWW;;XWW
STT;4;H4;DDT;Nee;STT shift 4;XWW;;XWW
STT;3;H3;DDT;Nee;STT shift 3;XWW;;XWW
STT;2;H2;DDT;Nee;STT shift 2;XWW;;XWW
STT;1;H1;DDT;Nee;STT shift 1;XWW;;XWW
TB;8;H8;DDT;Nee;TB shift 8;TL;;TL
TB;7;H7;DDT;Nee;TB shift 7;TL;;TL
TB;6;H6;DDT;Nee;TB shift 6;TL;;TL
TB;5;H5;DDT;Nee;TB shift 5;TL;;TL
TB;4;H4;DDT;Nee;TB shift 4;TL;;TL
TB;3;H3;DDT;Nee;TB shift 3;TL;;TL
TB;2;H2;DDT;Nee;TB shift 2;TL;;TL
TB;1;H1;DDT;Nee;TB shift 1;TL;;TL
TB;N;N;DDT;Nee;TB shift N;TL;;TL
UT;9;H9;DDT;Nee;UT shift 9;TL;;TL
UT;8;H8;DDT;Nee;UT shift 8;TL;;TL
UT;7;H7;DDT;Nee;UT shift 7;TL;;TL
UT;6;H6;DDT;Nee;UT shift 6;TL;;TL
UT;5;H5;DDT;Nee;UT shift 5;TL;;TL
UT;4;H4;DDT;Nee;UT shift 4;WVN;;WVN
UT;3;H3;DDT;Nee;UT shift 3;WVN;;WVN
UT;2;H2;DDT;Nee;UT shift 2;WVN;;WVN
UT;1;H1;DDT;Nee;UT shift 1;WVN;;WVN
UT;N;N;DDT;Nee;UT shift N;WVN;;WVN
VIL;8;H8;DDT;Nee;VIL shift 8;XWW;;XWW
VIL;7;H7;DDT;Nee;VIL shift 7;XWW;;XWW
VIL;6;H6;DDT;Nee;VIL shift 6;XWW;;XWW
VIL;5;H5;DDT;Nee;VIL shift 5;XWW;;XWW
VIL;4;H4;DDT;Nee;VIL shift 4;XWW;;XWW
VIL;3;H3;DDT;Nee;VIL shift 3;XWW;;XWW
VIL;2;H2;DDT;Nee;VIL shift 2;XWW;;XWW
VIL;1;H1;DDT;Nee;VIL shift 1;XWW;;XWW
VL;9;H9;DDT;Nee;VL shift 9;XWW;;XWW
VL;8;H8;DDT;Nee;VL shift 8;XWW;;XWW
VL;7;H7;DDT;Nee;VL shift 7;XWW;;XWW
VL;6;H6;DDT;Nee;VL shift 6;XWW;;XWW
VL;5;H5;DDT;Nee;VL shift 5;XWW;;XWW
VL;4;H4;DDT;Nee;VL shift 4;HT;;HT
VL;3;H3;DDT;Nee;VL shift 3;HT;;HT
VL;2;H2;DDT;Nee;VL shift 2;HT;;HT
VL;1;H1;DDT;Nee;VL shift 1;HT;;HT
VL;N;N;DDT;Nee;VL shift N;HT;;HT
WB;6;H6;DDT;Nee;WB shift 6;XWW;;XWW
WB;5;H5;DDT;Nee;WB shift 5;XWW;;XWW
WB;4;H4;DDT;Nee;WB shift 4;XWW;;XWW
WB;3;H3;DDT;Nee;WB shift 3;XWW;;XWW
WB;2;H2;DDT;Nee;WB shift 2;XWW;;XWW
WB;1;H1;DDT;Nee;WB shift 1;XWW;;XWW
WB;N;N;DDT;Nee;WB shift N;XWW;;XWW
WML;7;H7;DDT;Nee;WML shift 7;XWW;;XWW
WML;6;H6;DDT;Nee;WML shift 6;XWW;;XWW
WML;5;H5;DDT;Nee;WML shift 5;XWW;;XWW
WML;4;H4;DDT;Nee;WML shift 4;XWW;;XWW
WML;3;H3;DDT;Nee;WML shift 3;XWW;;XWW
WML;2;H2;DDT;Nee;WML shift 2;XWW;;XWW
WML;1;H1;DDT;Nee;WML shift 1;XWW;;XWW
WVN;9;H9;DDT;Nee;WVN shift 9;TL;;TL
WVN;8;H8;DDT;Nee;WVN shift 8;TL;;TL
WVN;7;H7;DDT;Nee;WVN shift 7;TL;;TL
WVN;6;H6;DDT;Nee;WVN shift 6;TL;;TL
WVN;5;H5;DDT;Nee;WVN shift 5;TL;;TL
WVN;4;H4;DDT;Nee;WVN shift 4;WVN;;WVN
WVN;3;H3;DDT;Nee;WVN shift 3;WVN;;WVN
WVN;2;H2;DDT;Nee;WVN shift 2;WVN;;WVN
WVN;1;H1;DDT;Nee;WVN shift 1;WVN;;WVN
WVN;N;N;DDT;Nee;WVN shift N;WVN;;WVN
WZN;8;H8;DDT;Nee;WZN shift 8;XASD;;XASD
WZN;7;H7;DDT;Nee;WZN shift 7;XASD;;XASD
WZN;6;H6;DDT;Nee;WZN shift 6;XASD;;XASD
WZN;5;H5;DDT;Nee;WZN shift 5;XASD;;XASD
WZN;4;H4;DDT;Nee;WZN shift 4;XASD;;XASD
WZN;3;H3;DDT;Nee;WZN shift 3;XASD;;XASD
WZN;2;H2;DDT;Nee;WZN shift 2;XASD;;XASD
WZN;1;H1;DDT;Nee;WZN shift 1;XASD;;XASD
WZN;N;N;DDT;Nee;WZN shift N;XASD;;XASD
ZL;10;H10;DDT;Nee;ZL shift 10;TL;;TL
ZL;9;H9;DDT;Nee;ZL shift 9;TL;;TL
ZL;8;H8;DDT;Nee;ZL shift 8;TL;;TL
ZL;7;H7;DDT;Nee;ZL shift 7;TL;;TL
ZL;6;H6;DDT;Nee;ZL shift 6;TL;;TL
ZL;5;H5;DDT;Nee;ZL shift 5;TL;;TL
ZL;4;H4;DDT;Nee;ZL shift 4;AMF;;AMF
ZL;3;H3;DDT;Nee;ZL shift 3;AMF;;AMF
ZL;2;H2;DDT;Nee;ZL shift 2;AMF;;AMF
ZL;1;H1;DDT;Nee;ZL shift 1;AMF;;AMF
ZL;N;N;DDT;Nee;ZL shift N;AMF;;AMF
HGV;10;H10;DDT;Nee;HGV shift 10;TL;;TL
HGV;9;H9;DDT;Nee;HGV shift 9;TL;;TL
HGV;8;H8;DDT;Nee;HGV shift 8;TL;;TL
HGV;7;H7;DDT;Nee;HGV shift 7;TL;;TL
HGV;6;H6;DDT;Nee;HGV shift 6;TL;;TL
HGV;5;H5;DDT;Nee;HGV shift 5;TL;;TL
HGV;4;H4;DDT;Nee;HGV shift 4;AMF;;AMF
HGV;3;H3;DDT;Nee;HGV shift 3;AMF;;AMF
HGV;2;H2;DDT;Nee;HGV shift 2;AMF;;AMF
HGV;1;H1;DDT;Nee;HGV shift 1;AMF;;AMF
HGV;N;N;DDT;Nee;HGV shift N;AMF;;AMF
AL;4;H4;DTD;Nee;AL shift 4;nvt;;nvt
AL;3;H3;DTD;Nee;AL shift 3;nvt;;nvt
AL;2;H2;DTD;Nee;AL shift 2;nvt;;nvt
AL;1;H1;DTD;Nee;AL shift 1;nvt;;nvt
AL;N;N;DTD;Nee;AL shift N;nvt;;nvt
ALR;9;H9;DTD;Nee;ALR shift 9;nvt;;nvt
ALR;8;H8;DTD;Nee;ALR shift 8;nvt;;nvt
ALR;7;H7;DTD;Nee;ALR shift 7;nvt;;nvt
ALR;6;H6;DTD;Nee;ALR shift 6;nvt;;nvt
ALR;5;H5;DTD;Nee;ALR shift 5;nvt;;nvt
ALR;4;H4;DTD;Nee;ALR shift 4;nvt;;nvt
ALR;3;H3;DTD;Nee;ALR shift 3;nvt;;nvt
ALR;2;H2;DTD;Nee;ALR shift 2;nvt;;nvt
ALR;1;H1;DTD;Nee;ALR shift 1;nvt;;nvt
ALR;N;N;DTD;Nee;ALR shift N;nvt;;nvt
AMF;9;H9;DTD;Nee;AMF shift 9;nvt;;nvt
AMF;8;H8;DTD;Nee;AMF shift 8;nvt;;nvt
AMF;7;H7;DTD;Nee;AMF shift 7;nvt;;nvt
AMF;6;H6;DTD;Nee;AMF shift 6;nvt;;nvt
AMF;5;H5;DTD;Nee;AMF shift 5;nvt;;nvt
AMF;4;H4;DTD;Nee;AMF shift 4;nvt;;nvt
AMF;3;H3;DTD;Nee;AMF shift 3;nvt;;nvt
AMF;2;H2;DTD;Nee;AMF shift 2;nvt;;nvt
AMF;1;H1;DTD;Nee;AMF shift 1;nvt;;nvt
AMF;N;N;DTD;Nee;AMF shift N;nvt;;nvt
AP;9;H9;DTD;Nee;AP shift 9;nvt;;nvt
AP;8;H8;DTD;Nee;AP shift 8;nvt;;nvt
AP;7;H7;DTD;Nee;AP shift 7;nvt;;nvt
AP;6;H6;DTD;Nee;AP shift 6;nvt;;nvt
AP;5;H5;DTD;Nee;AP shift 5;nvt;;nvt
AP;4;H4;DTD;Nee;AP shift 4;nvt;;nvt
AP;3;H3;DTD;Nee;AP shift 3;nvt;;nvt
AP;2;H2;DTD;Nee;AP shift 2;nvt;;nvt
AP;1;H1;DTD;Nee;AP shift 1;nvt;;nvt
AP;N;N;DTD;Nee;AP shift N;nvt;;nvt
ARD;6;H6;DTD;Nee;ARD shift 6;nvt;;nvt
ARD;5;H5;DTD;Nee;ARD shift 5;nvt;;nvt
ARD;4;H4;DTD;Nee;ARD shift 4;nvt;;nvt
ARD;3;H3;DTD;Nee;ARD shift 3;nvt;;nvt
ARD;2;H2;DTD;Nee;ARD shift 2;nvt;;nvt
ARD;1;H1;DTD;Nee;ARD shift 1;nvt;;nvt
ASD;9;H9;DTD;Nee;ASD shift 9;nvt;;nvt
ASD;8;H8;DTD;Nee;ASD shift 8;nvt;;nvt
ASD;7;H7;DTD;Nee;ASD shift 7;nvt;;nvt
ASD;6;H6;DTD;Nee;ASD shift 6;nvt;;nvt
ASD;5;H5;DTD;Nee;ASD shift 5;nvt;;nvt
ASD;4;H4;DTD;Nee;ASD shift 4;nvt;;nvt
ASD;3;H3;DTD;Nee;ASD shift 3;nvt;;nvt
ASD;2;H2;DTD;Nee;ASD shift 2;nvt;;nvt
ASD;1;H1;DTD;Nee;ASD shift 1;nvt;;nvt
ASD;N;N;DTD;Nee;ASD shift N;nvt;;nvt
ASN;4;H4;DTD;Nee;ASN shift 4;nvt;;nvt
ASN;3;H3;DTD;Nee;ASN shift 3;nvt;;nvt
ASN;2;H2;DTD;Nee;ASN shift 2;nvt;;nvt
ASN;1;H1;DTD;Nee;ASN shift 1;nvt;;nvt
ASN;N;N;DTD;Nee;ASN shift N;nvt;;nvt
BD;8;H8;DTD;Nee;BD shift 8;nvt;;nvt
BD;7;H7;DTD;Nee;BD shift 7;nvt;;nvt
BD;6;H6;DTD;Nee;BD shift 6;nvt;;nvt
BD;5;H5;DTD;Nee;BD shift 5;nvt;;nvt
BD;4;H4;DTD;Nee;BD shift 4;nvt;;nvt
BD;3;H3;DTD;Nee;BD shift 3;nvt;;nvt
BD;2;H2;DTD;Nee;BD shift 2;nvt;;nvt
BD;1;H1;DTD;Nee;BD shift 1;nvt;;nvt
BD;N;N;DTD;Nee;BD shift N;nvt;;nvt
BORN;9;H9;DTD;Nee;BORN shift 9;nvt;;nvt
BORN;8;H8;DTD;Nee;BORN shift 8;nvt;;nvt
BORN;7;H7;DTD;Nee;BORN shift 7;nvt;;nvt
BORN;6;H6;DTD;Nee;BORN shift 6;nvt;;nvt
BORN;5;H5;DTD;Nee;BORN shift 5;nvt;;nvt
BORN;4;H4;DTD;Nee;BORN shift 4;nvt;;nvt
BORN;3;H3;DTD;Nee;BORN shift 3;nvt;;nvt
BORN;2;H2;DTD;Nee;BORN shift 2;nvt;;nvt
BORN;1;H1;DTD;Nee;BORN shift 1;nvt;;nvt
BORN;N;N;DTD;Nee;BORN shift N;nvt;;nvt
DDT;7;H7;DTD;Nee;DDT shift 7;nvt;;nvt
DDT;6;H6;DTD;Nee;DDT shift 6;nvt;;nvt
DDT;5;H5;DTD;Nee;DDT shift 5;nvt;;nvt
DDT;4;H4;DTD;Nee;DDT shift 4;nvt;;nvt
DDT;3;H3;DTD;Nee;DDT shift 3;nvt;;nvt
DDT;2;H2;DTD;Nee;DDT shift 2;nvt;;nvt
DDT;1;H1;DTD;Nee;DDT shift 1;nvt;;nvt
DDT;N;N;DTD;Nee;DDT shift N;nvt;;nvt
ELT;10;H10;DTD;Nee;ELT shift 10;nvt;;nvt
ELT;9;H9;DTD;Nee;ELT shift 9;nvt;;nvt
ELT;8;H8;DTD;Nee;ELT shift 8;nvt;;nvt
ELT;7;H7;DTD;Nee;ELT shift 7;nvt;;nvt
ELT;6;H6;DTD;Nee;ELT shift 6;nvt;;nvt
ELT;5;H5;DTD;Nee;ELT shift 5;nvt;;nvt
ELT;4;H4;DTD;Nee;ELT shift 4;nvt;;nvt
ELT;3;H3;DTD;Nee;ELT shift 3;nvt;;nvt
ELT;2;H2;DTD;Nee;ELT shift 2;nvt;;nvt
ELT;1;H1;DTD;Nee;ELT shift 1;nvt;;nvt
ELT;N;N;DTD;Nee;ELT shift N;nvt;;nvt
GS;9;H9;DTD;Nee;GS shift 9;nvt;;nvt
GS;8;H8;DTD;Nee;GS shift 8;nvt;;nvt
GS;7;H7;DTD;Nee;GS shift 7;nvt;;nvt
GS;6;H6;DTD;Nee;GS shift 6;nvt;;nvt
GS;5;H5;DTD;Nee;GS shift 5;nvt;;nvt
GS;4;H4;DTD;Nee;GS shift 4;nvt;;nvt
GS;3;H3;DTD;Nee;GS shift 3;nvt;;nvt
GS;2;H2;DTD;Nee;GS shift 2;nvt;;nvt
GS;1;H1;DTD;Nee;GS shift 1;nvt;;nvt
GS;N;N;DTD;Nee;GS shift N;nvt;;nvt
HBD;9;H9;DTD;Nee;HBD shift 9;nvt;;nvt
